Date,FilingDate,FilingID,AccessionNumber,Form,Source,Ticker,Company,Title,CUSIP,LEI,Shares,Value,PctValue
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,eBay Inc,eBay Inc,,,20540.0,1147159.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Oracle Corp,Oracle Corp,,,93407.0,1121818.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,InterActiveCorp,InterActiveCorp,,,32382.0,1063749.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Maxim Integrated Products, Inc","Maxim Integrated Products, Inc",,,19513.0,1016237.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Applied Materials, Inc","Applied Materials, Inc",,,36891.0,896451.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Linear Technology Corp,Linear Technology Corp,,,17943.0,774061.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,VERITAS Software Corp,VERITAS Software Corp,,,19911.0,757036.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Starbucks Corp,Starbucks Corp,,,23323.0,747969.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Xilinx, Inc","Xilinx, Inc",,,19395.0,729058.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Bed Bath & Beyond Inc,Bed Bath & Beyond Inc,,,17052.0,720276.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Amazon.com, Inc","Amazon.com, Inc",,,11359.0,614068.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Chiron Corp,Chiron Corp,,,11189.0,599954.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Paychex, Inc","Paychex, Inc",,,15335.0,589937.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Altera Corp,Altera Corp,,,23070.0,584363.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,KLA-Tencor Corp,KLA-Tencor Corp,,,9892.0,579770.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Yahoo! Inc,Yahoo! Inc,,,13464.0,578683.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Electronic Arts Inc,Electronic Arts Inc,,,12764.0,564552.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Genzyme Corp,Genzyme Corp,,,11941.0,558122.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Intuit Inc,Intuit Inc,,,11089.0,557555.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Biomet, Inc","Biomet, Inc",,,14808.0,529682.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Apollo Group, Inc.(Class A)","Apollo Group, Inc.(Class A)",,,7623.0,526216.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Gilead Sciences, Inc","Gilead Sciences, Inc",,,8505.0,499073.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Teva Pharmaceutical Industries Ltd. (ADR)(Israel),Teva Pharmaceutical Industries Ltd. (ADR)(Israel),,,8278.0,498633.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"PeopleSoft, Inc","PeopleSoft, Inc",,,22063.0,466632.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Apple Computer, Inc","Apple Computer, Inc",,,21686.0,453671.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"PACCAR, Inc","PACCAR, Inc",,,5604.0,449497.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Symantec Corp,Symantec Corp,,,13614.0,446948.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Cintas Corp,Cintas Corp,,,8785.0,410611.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Adobe Systems Inc,Adobe Systems Inc,,,9805.0,405143.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Flextronics International Ltd. (Singapore),Flextronics International Ltd. (Singapore),,,24322.0,389882.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Fiserv, Inc","Fiserv, Inc",,,10385.0,389438.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Staples, Inc","Staples, Inc",,,14124.0,383467.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,EchoStar Communications Corp. (Class A),EchoStar Communications Corp. (Class A),,,10884.0,375280.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Costco Wholesale Corp,Costco Wholesale Corp,,,10327.0,369913.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Network Appliance, Inc","Network Appliance, Inc",,,15333.0,354346.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Siebel Systems, Inc","Siebel Systems, Inc",,,24822.0,327154.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Broadcom Corp. (Class A),Broadcom Corp. (Class A),,,8880.0,323498.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Novellus Systems, Inc","Novellus Systems, Inc",,,6619.0,289647.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Sanmina-SCI Corp,Sanmina-SCI Corp,,,23356.0,284710.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Biogen Idec Inc,Biogen Idec Inc,,,7249.0,276763.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"MedImmune, Inc","MedImmune, Inc",,,11467.0,272915.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Sun Microsystems, Inc","Sun Microsystems, Inc",,,60259.0,257306.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Microchip Technology Inc,Microchip Technology Inc,,,7306.0,251326.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,SanDisk Corp,SanDisk Corp,,,3062.0,247593.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,JDS Uniphase Corp,JDS Uniphase Corp,,,68802.0,236679.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,QLogic Corp,QLogic Corp,,,4121.0,234196.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Millennium Pharmaceuticals, Inc","Millennium Pharmaceuticals, Inc",,,14049.0,221553.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,CDW Corp,CDW Corp,,,3691.0,220537.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Juniper Networks, Inc","Juniper Networks, Inc",,,10812.0,204022.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"BEA Systems, Inc","BEA Systems, Inc",,,15962.0,202717.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Citrix Systems, Inc","Citrix Systems, Inc",,,8386.0,201432.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Express Scripts, Inc. (Class A)","Express Scripts, Inc. (Class A)",,,3008.0,194708.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,PanAmSat Corp,PanAmSat Corp,,,8675.0,191631.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Patterson Dental Co,Patterson Dental Co,,,2805.0,191021.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Mercury Interactive Corp,Mercury Interactive Corp,,,4048.0,189446.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,American Power Conversion Corp,American Power Conversion Corp,,,8505.0,185919.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Check Point Software Technologies Ltd. (Israel),Check Point Software Technologies Ltd. (Israel),,,10419.0,184000.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Synopsys, Inc","Synopsys, Inc",,,6094.0,182576.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Ross Stores, Inc","Ross Stores, Inc",,,3234.0,177159.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Expeditors International of Washington, Inc","Expeditors International of Washington, Inc",,,4408.0,172088.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,CIENA Corp,CIENA Corp,,,23870.0,169000.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Smurfit-Stone Container Corp,Smurfit-Stone Container Corp,,,10329.0,168982.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Whole Foods Market, Inc","Whole Foods Market, Inc",,,2519.0,165473.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Pixar, Inc","Pixar, Inc",,,2354.0,165039.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Comverse Technology, Inc","Comverse Technology, Inc",,,8384.0,161224.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"VeriSign, Inc","VeriSign, Inc",,,9728.0,157691.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,NVIDIA Corp,NVIDIA Corp,,,7445.0,157462.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Sigma-Aldrich Corp,Sigma-Aldrich Corp,,,2916.0,156210.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Fastenal Co,Fastenal Co,,,3111.0,154554.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Dollar Tree Stores, Inc","Dollar Tree Stores, Inc",,,4718.0,149797.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"DENTSPLY International, Inc","DENTSPLY International, Inc",,,3252.0,146438.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"PETSMART, Inc","PETSMART, Inc",,,6012.0,145250.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Gentex Corp,Gentex Corp,,,3411.0,143740.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"C.H. Robinson Worldwide, Inc","C.H. Robinson Worldwide, Inc",,,3586.0,141037.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Invitrogen Corp,Invitrogen Corp,,,2024.0,137976.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Molex Inc,Molex Inc,,,4217.0,135619.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Lamar Advertising Co,Lamar Advertising Co,,,3572.0,125734.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Monster Worldwide Inc,Monster Worldwide Inc,,,5168.0,124342.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Ryanair Holdings PLC (ADR)(Ireland),Ryanair Holdings PLC (ADR)(Ireland),,,2606.0,122065.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Lincare Holdings, Inc","Lincare Holdings, Inc",,,4072.0,121468.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,ICOS Corp,ICOS Corp,,,2604.0,117701.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Henry Schein, Inc","Henry Schein, Inc",,,1734.0,116681.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Reinvestment of distributions,Reinvestment of distributions,,,18748.0,109113.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"ADC Telecommunications, Inc","ADC Telecommunications, Inc",,,43115.0,106063.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"RF Micro Devices, Inc","RF Micro Devices, Inc",,,8999.0,104838.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Patterson-UTI Energy, Inc","Patterson-UTI Energy, Inc",,,3582.0,102911.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Cephalon, Inc","Cephalon, Inc",,,2181.0,102485.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Telefonaktiebolaget LM Ericsson (ADR)(Sweden),Telefonaktiebolaget LM Ericsson (ADR)(Sweden),,,5519.0,89629.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,First Health Group Corp,First Health Group Corp,,,4226.0,86633.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Tellabs, Inc","Tellabs, Inc",,,10094.0,80752.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,18 Long Nasdaq-100 Index December/2003,18 Long Nasdaq-100 Index December/2003,,,2565000.0,76356.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Human Genome Sciences, Inc","Human Genome Sciences, Inc",,,5512.0,70554.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"Brocade Communications Systems, Inc","Brocade Communications Systems, Inc",,,11243.0,68470.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Compuware Corp,Compuware Corp,,,10124.0,57909.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Reinvestment of distributions,Reinvestment of distributions,,,4491.0,26185.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"SUPPLEMENTAL DATA: Net assets, end of period, in thousands","SUPPLEMENTAL DATA: Net assets, end of period, in thousands",,,38028.0,17095.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,21 Long Nasdaq-100 E-Mini December/2003,21 Long Nasdaq-100 E-Mini December/2003,,,598500.0,16788.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"(Exact name of registrant as specified in charter) Avenue of the Americas, New York, New York","(Exact name of registrant as specified in charter) Avenue of the Americas, New York, New York",,,1221.0,10020.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"(Address of principal executive offices) (Zip code) Ronald E. Robison Avenue of the Americas, New York, New York","(Address of principal executive offices) (Zip code) Ronald E. Robison Avenue of the Americas, New York, New York",,,1221.0,10020.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Reinvestment of distributions,Reinvestment of distributions,,,936.0,5497.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"SUPPLEMENTAL DATA: Net assets, end of period, in thousands","SUPPLEMENTAL DATA: Net assets, end of period, in thousands",,,8677.0,4009.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"SUPPLEMENTAL DATA: Net assets, end of period, in thousands","SUPPLEMENTAL DATA: Net assets, end of period, in thousands",,,1548.0,3224.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Reinvestment of distributions,Reinvestment of distributions,,,448.0,2633.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,will expire on November,will expire on November,,,30.0,2011.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"1,999,487 of which $1,306,988 will expire on November","1,999,487 of which $1,306,988 will expire on November",,,30.0,2010.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"in the United States of America. Deloitte & Touche LLP NEW YORK, NEW YORK JANUARY","in the United States of America. Deloitte & Touche LLP NEW YORK, NEW YORK JANUARY",,,16.0,2004.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Applicable only for reports covering periods ending on or after the earlier of (i) the first annual shareholder meeting after January,Applicable only for reports covering periods ending on or after the earlier of (i) the first annual shareholder meeting after January,,,15.0,2004.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,/s/ Ronald E. Robison Ronald E. Robison Principal Executive Officer January,/s/ Ronald E. Robison Ronald E. Robison Principal Executive Officer January,,,22.0,2004.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,/s/ Francis Smith Francis Smith Principal Financial Officer January,/s/ Francis Smith Francis Smith Principal Financial Officer January,,,22.0,2004.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Date of fiscal year end: November,Date of fiscal year end: November,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Date of reporting period: November,Date of reporting period: November,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,MONEY INVESTING IN THIS FUND. FUND REPORT For the year ended November,MONEY INVESTING IN THIS FUND. FUND REPORT For the year ended November,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,TOTAL RETURN FOR THE 12 MONTHS ENDED NOVEMBER,TOTAL RETURN FOR THE 12 MONTHS ENDED NOVEMBER,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Feb,Feb,,,28.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,May,May,,,31.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Aug,Aug,,,31.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Nov,Nov,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,AVERAGE ANNUAL TOTAL RETURNS--PERIOD ENDED NOVEMBER,AVERAGE ANNUAL TOTAL RETURNS--PERIOD ENDED NOVEMBER,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,PORTFOLIO OF INVESTMENTS - NOVEMBER,PORTFOLIO OF INVESTMENTS - NOVEMBER,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,FINANCIAL STATEMENTS STATEMENT OF ASSETS AND LIABILITIES NOVEMBER,FINANCIAL STATEMENTS STATEMENT OF ASSETS AND LIABILITIES NOVEMBER,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,STATEMENT OF OPERATIONS FOR THE YEAR ENDED NOVEMBER,STATEMENT OF OPERATIONS FOR THE YEAR ENDED NOVEMBER,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,NOTES TO FINANCIAL STATEMENTS - NOVEMBER,NOTES TO FINANCIAL STATEMENTS - NOVEMBER,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,million of net assets or December,million of net assets or December,,,31.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,November,November,,,3.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,For the year ended November,For the year ended November,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,The Distributor has informed the Fund that for the year ended November,The Distributor has informed the Fund that for the year ended November,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"short-term investments, for the year ended November","short-term investments, for the year ended November",,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,the Fund's transfer agent. At November,the Fund's transfer agent. At November,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,As of November,As of November,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,NOVEMBER,NOVEMBER,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,"investments, as of November","investments, as of November",,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,securities owned as of November,securities owned as of November,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Stanley Nasdaq-100 Index Fund as of November,Stanley Nasdaq-100 Index Fund as of November,,,30.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Pacific Coast Funds and TCW/DW Term Trust,Pacific Coast Funds and TCW/DW Term Trust,,,23852.0,2003.0,0.0
2003-11-30,2004-02-05,a2127129zn-csr.txt,0001047469-04-003328,N-CSR,SEC-MORGAN-NDX,,Charles Colman Blvd. July,Charles Colman Blvd. July,,,85.0,2003.0,0.0
