Date,FilingDate,FilingID,Company,Shares,Value,Form,Source,ParserMethod,DateQuality
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Paychex, Inc.",3872860,157393030,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Analog Devices, Inc.",3291806,154879472,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Mylan, Inc.",4045375,154411964,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"NetApp, Inc.",3603317,153573371,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Mattel, Inc.",3650606,152814367,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,SanDisk Corp.,2546939,151568340,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"O'Reilly Automotive, Inc.",1150179,146751339,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Broadcom Corp., Class A",5604828,145781576,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Charter Communications, Inc., Class A",1074816,144842204,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"CA, Inc.",4827445,143230293,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Citrix Systems, Inc.",1985337,140184646,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Fiserv, Inc.",1378312,139278428,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Dollar Tree, Inc.",2362766,135055705,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Xilinx, Inc.",2821464,132213803,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Discovery Communications, Inc., Class A",1559838,131681524,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,Altera Corp.,3384865,125781583,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Liberty Interactive Corp., Class A",5207689,122224461,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Green Mountain Coffee Roasters, Inc.",1597090,120308790,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,Check Point Software Technologies Ltd.,2081235,117714652,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Verisk Analytics, Inc., Class A",1779057,115567543,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Avago Technologies Ltd., Class A",2616077,112805240,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"SBA Communications Corp., Class A",1353907,108935357,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,Sigma-Aldrich Corp.,1273914,108664864,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,KLA-Tencor Corp.,1755956,106849923,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Stericycle, Inc.",910025,105016885,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Staples, Inc.",6998053,102521476,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"CH Robinson Worldwide, Inc.",1688270,100553361,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,Catamaran Corp.,2184075,100358246,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,Linear Technology Corp.,2470753,97990064,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Akamai Technologies, Inc.",1887574,97587576,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Autodesk, Inc.",2357439,97055764,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Expeditors International of Washington, Inc.",2186836,96351994,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Equinix, Inc.",523564,96152529,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,NVIDIA Corp.,6130371,95388573,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Henry Schein, Inc.",916370,95027569,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,Garmin Ltd.,2069399,93516141,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,Monster Beverage Corp.,1773685,92675041,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Maxim Integrated Products, Inc.",3018406,89948499,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Microchip Technology, Inc.",2090441,84223868,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"F5 Networks, Inc.",829614,71147697,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Fossil Group, Inc.",598294,69545695,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Expedia, Inc.",1305238,67598276,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,Sears Holdings Corp.,1128024,67275351,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"DENTSPLY International, Inc.",1507525,65441660,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,"Nuance Communications, Inc.",3287995,61469067,485BPOS,SEC,html-table,reported-as-of
2013-09-30,2014-01-30,2014-01-30_0001104659-14-005312_a14-1316_1485bpos.htm,Randgold Resources Ltd. ADR,525149,37563909,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Apple, Inc.",55860972,5627992929,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Microsoft Corp.,76869678,3563678272,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Google, Inc., Class C",3155178,1821673570,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Intel Corp.,46187952,1608264489,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Google, Inc., Class A",2643444,1555428884,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Gilead Sciences, Inc.",14102424,1501203035,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Facebook, Inc., Class A",18798426,1485827591,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Amazon.Com, Inc.",4310300,1389813132,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Cisco Systems, Inc.",47789634,1202865088,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"QUALCOMM, Inc.",15635661,1169078373,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Comcast Corp., Class A",20053467,1078475455,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Amgen, Inc.",7086415,995357851,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Biogen IDEC, Inc.",2203043,728788655,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Celgene Corp.,7458633,706929236,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"eBay, Inc.",11579323,655737061,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Priceline Group, Inc.",489328,566925634,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Baidu, Inc. ADR",2582380,563552787,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Mondelez International, Inc., Class A",15727667,538908510,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Starbucks Corp.,7007962,528820813,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Costco Wholesale Corp.,4088827,512411800,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Express Scripts Holding Co.,6954288,491181361,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Texas Instruments, Inc.",9959269,474957539,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Twenty-First Century Fox, Inc., Class A",12981631,445140127,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,DIRECTV,4685257,405368436,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Yahoo!, Inc.",9278719,378107799,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Micron Technology, Inc.",9989707,342247362,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Regeneron Pharmaceuticals, Inc.",924427,333274422,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Automatic Data Processing, Inc. when-issued",4481812,326655190,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Adobe Systems, Inc.",4640052,321045198,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Kraft Foods Group, Inc.",5541164,312521650,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Alexion Pharmaceuticals, Inc.",1845471,306016001,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Tesla Motors, Inc.",1162715,282167676,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Viacom, Inc., Class B",3471070,267064126,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Cognizant Technology Solutions Corp., Class A",5671364,253906966,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"NetFlix, Inc.",560564,252915265,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Vertex Pharmaceuticals, Inc.",2221016,249442307,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Applied Materials, Inc.",11366453,245629049,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Intuit, Inc.",2648349,232127790,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Illumina, Inc.",1300415,213164027,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Western Digital Corp.,2183103,212459584,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,SanDisk Corp.,2091877,204899352,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Avago Technologies Ltd., Class A",2348323,204304101,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Broadcom Corp., Class A",5047299,204011826,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Keurig Green Mountain, Inc.",1515214,197174798,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Cerner Corp.,3181720,189535060,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Marriott International, Inc., Class A",2710728,189479887,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"PACCAR, Inc.",3309668,188237367,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Sirius XM Holdings, Inc.",52913007,184666394,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Wynn Resorts Ltd.,945470,176878528,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Seagate Technology PLC,3048797,174604604,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Mylan, Inc.",3489529,158738674,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Intuitive Surgical, Inc.",335430,154908283,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Vodafone Group PLC ADR,4675712,153784168,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Charter Communications, Inc., Class A",1013538,153419247,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,NXP Semiconductor NV,2226553,152363022,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Symantec Corp.,6441349,151436115,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Sigma-Aldrich Corp.,1109939,150962803,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Fiserv, Inc.",2324940,150272497,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Paychex, Inc.",3387397,149722947,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Ross Stores, Inc.",1973912,149188269,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"O'reilly Automotive, Inc.",967997,145548029,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Analog Devices, Inc.",2931279,145068998,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Monster Beverage Corp.,1559585,142967157,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Activision Blizzard, Inc.",6693418,139156160,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"DISH Network Corp., Class A",2073112,133881573,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"SBA Communications Corp., Class A",1203523,133470701,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Whole Foods Market, Inc.",3370097,128434397,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"NetApp, Inc.",2978384,127951377,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Fastenal Co.,2768546,124307715,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Bed Bath & Beyond, Inc.",1884031,124025761,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Check Point Software Technologies Ltd.,1779857,123237299,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,KLA-Tencor Corp.,1542718,121535324,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Liberty Interactive Corp., Class A",4222957,120438734,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Autodesk, Inc.",2125813,117132296,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"CA, Inc.",4151983,116006405,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,VimpelCom Ltd. ADR,15412400,111277528,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Tripadvisor, Inc.",1212662,110861560,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Citrix Systems, Inc.",1534344,109460101,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Dollar Tree, Inc.",1918287,107558352,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Xilinx, Inc.",2504650,106071927,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Equinix, Inc.",496272,105447875,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Altera Corp.,2882486,103135349,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Liberty Media Corp., Class C",2133256,100241699,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Akamai Technologies, Inc.",1662083,99392563,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Linear Technology Corp.,2225077,98771168,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Mattel, Inc.",3151757,96601352,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Verisk Analytics, Inc., Class A",1553068,94566311,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Expedia, Inc.",1067148,93503508,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Garmin Ltd.,1796897,93420675,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,NVIDIA Corp.,5055537,93274658,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Stericycle, Inc.",791176,92219475,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Henry Schein, Inc.",791387,92172844,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"CH Robinson Worldwide, Inc.",1372839,91046682,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Liberty Global PLC, Class A",2004912,85288956,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"F5 Networks, Inc.",691140,82065964,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Catamaran Corp.,1934984,81559576,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Maxim Integrated Products, Inc.",2648822,80100377,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,Tractor Supply Co.,1284350,79000368,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Expeditors International of Washington, Inc.",1820112,73860145,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Staples, Inc.",6009758,72718072,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Discovery Communications, Inc., Class C",1406247,52424888,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Discovery Communications, Inc., Class A",1384060,52317468,485BPOS,SEC,html-table,reported-as-of
2014-09-30,2015-01-28,2015-01-28_0001104659-15-004817_a15-1379_1485bpos.htm,"Liberty Media Corp., Class A",974535,45978561,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Apple, Inc.",43964856,4849323617,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Microsoft Corp.,61660008,2729071954,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Amazon.com, Inc.",3605814,1845780128,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Google, Inc., Class C",2651611,1613293165,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Facebook, Inc., Class A",17421431,1566186647,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Google, Inc., Class A",2234871,1426674600,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Gilead Sciences, Inc.",11314515,1110972228,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,Intel Corp.,36650780,1104654509,485BPOS,SEC,html-table,reported-as-of
2015-09-30,2016-01-28,2016-01-28_0001193125-16-441831_d106822d485bpos.htm,"Cisco Systems, Inc.",39209453,1029248141,485BPOS,SEC,html-table,reported-as-of
