StartDate,EndDate,Count,Tickers,Names
2004-12-29,2005-03-23,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMZN|APCC|APOL|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDWC|CECO|CHIR|CHKP|CHRW|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISH|DLTR|EBAY|ERICY|ERTS|ESRX|EXPD|FAST|FISV|FLEX|GENZ|GILD|GRMN|IACI|INTC|INTU|ISIL|IVGN|JDSU|JNPR|KLAC|KMRT|LAMR|LBTYA|LLTC|LNCR|LRCX|LVLT|MCHP|MCIP|MEDI|MERQ|MLNM|MOLXE|MRVL|MSFT|MXIM|NTAP|NTLI|NVLS|NXTL|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|QCOM|QLGC|RIMM|ROST|SANM|SBUX|SEBL|SIAL|SIRI|SNDK|SNPS|SPLS|SSCC|SUNW|SYMC|TEVA|TLAB|VRSN|VRTS|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2005-03-24,2005-03-24,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMZN|APCC|APOL|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDWC|CECO|CHIR|CHKP|CHRW|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISH|DLTR|EBAY|ERICY|ERTS|ESRX|EXPD|FAST|FISV|FLEX|GENZ|GILD|GRMN|IACI|INTC|INTU|ISIL|IVGN|JDSU|JNPR|KLAC|KMRT|LAMR|LBTYA|LLTC|LNCR|LRCX|LVLT|MCHP|MCIP|MEDI|MERQ|MLNM|MOLX|MRVL|MSFT|MXIM|NTAP|NTLI|NVLS|NXTL|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|QCOM|QLGC|RIMM|ROST|SANM|SBUX|SEBL|SIAL|SIRI|SNDK|SNPS|SPLS|SSCC|SUNW|SYMC|TEVA|TLAB|VRSN|VRTS|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2005-03-28,2005-04-04,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMZN|APCC|APOL|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDWC|CECO|CHIR|CHKP|CHRW|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISH|DLTR|EBAY|ERICY|ERTS|ESRX|EXPD|FAST|FISV|FLEX|GENZ|GILD|GRMN|IACI|INTC|INTU|ISIL|IVGN|JDSU|JNPR|KLAC|LAMR|LBTYA|LLTC|LNCR|LRCX|LVLT|MCHP|MCIP|MEDI|MERQ|MLNM|MOLX|MRVL|MSFT|MXIM|NTAP|NTLI|NVLS|NXTL|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|QCOM|QLGC|RIMM|ROST|SANM|SBUX|SEBL|SHLD|SIAL|SIRI|SNDK|SNPS|SPLS|SSCC|SUNW|SYMC|TEVA|TLAB|VRSN|VRTS|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2005-04-05,2005-04-12,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMZN|APCC|APOL|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDWC|CECO|CHIR|CHKP|CHRW|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISH|DLTR|EBAY|ERICY|ERTS|ESRX|EXPD|FAST|FISV|FLEX|GENZ|GILD|GRMN|IACI|INTC|INTU|ISIL|IVGN|JDSU|JNPR|KLAC|LAMR|LBTYA|LLTC|LNCR|LRCX|LVLT|MCHP|MCIP|MEDI|MERQ|MLNM|MOLX|MRVL|MSFT|MXIM|NTAP|NTLI|NVLS|NXTL|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|QCOM|QLGC|RIMM|ROST|SANM|SBUX|SEBL|SHLD|SIAL|SIRI|SNDK|SNPS|SPLS|SSCC|SUNW|SYMC|TEVA|TLAB|VRSN|VRTSE|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2005-04-13,2005-07-01,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMZN|APCC|APOL|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDWC|CECO|CHIR|CHKP|CHRW|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISH|DLTR|EBAY|ERICY|ERTS|ESRX|EXPD|FAST|FISV|FLEX|GENZ|GILD|GRMN|IACI|INTC|INTU|ISIL|IVGN|JDSU|JNPR|KLAC|LAMR|LBTYA|LLTC|LNCR|LRCX|LVLT|MCHP|MCIP|MEDI|MERQ|MLNM|MOLX|MRVL|MSFT|MXIM|NTAP|NTLI|NVLS|NXTL|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|QCOM|QLGC|RIMM|ROST|SANM|SBUX|SEBL|SHLD|SIAL|SIRI|SNDK|SNPS|SPLS|SSCC|SUNW|SYMC|TEVA|TLAB|VRSN|VRTS|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2005-07-05,2005-08-08,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMZN|APCC|APOL|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDWC|CECO|CELG|CHIR|CHKP|CHRW|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISH|DLTR|EBAY|ERICY|ERTS|ESRX|EXPD|FAST|FISV|FLEX|GENZ|GILD|GRMN|IACI|INTC|INTU|ISIL|IVGN|JDSU|JNPR|KLAC|LAMR|LBTYA|LLTC|LNCR|LRCX|LVLT|MCHP|MCIP|MEDI|MERQ|MLNM|MOLX|MRVL|MSFT|MXIM|NTAP|NTLI|NVLS|NXTL|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|QCOM|QLGC|RIMM|ROST|SANM|SBUX|SEBL|SHLD|SIAL|SIRI|SNDK|SNPS|SPLS|SSCC|SUNW|SYMC|TEVA|TLAB|VRSN|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2005-08-09,2005-08-12,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMZN|APCC|APOL|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDWC|CECO|CELG|CHIR|CHKP|CHRW|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISH|DLTR|EBAY|ERICY|ERTS|ESRX|EXPD|FAST|FISV|FLEX|GENZ|GILD|GRMN|IACID|INTC|INTU|ISIL|IVGN|JDSU|JNPR|KLAC|LAMR|LBTYA|LLTC|LNCR|LRCX|LVLT|MCHP|MCIP|MEDI|MERQ|MLNM|MOLX|MRVL|MSFT|MXIM|NTAP|NTLI|NVLS|NXTL|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|QCOM|QLGC|RIMM|ROST|SANM|SBUX|SEBL|SHLD|SIAL|SIRI|SNDK|SNPS|SPLS|SSCC|SUNW|SYMC|TEVA|TLAB|VRSN|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2005-08-15,2005-09-06,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMZN|APCC|APOL|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDWC|CECO|CELG|CHIR|CHKP|CHRW|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISH|DLTR|EBAY|ERICY|ERTS|ESRX|EXPD|FAST|FISV|FLEX|GENZ|GILD|GRMN|IACID|INTC|INTU|ISIL|IVGN|JDSU|JNPR|KLAC|LAMR|LBTYA|LLTC|LNCR|LRCX|LVLT|MCHP|MCIP|MEDI|MERQE|MLNM|MOLX|MRVL|MSFT|MXIM|NTAP|NTLI|NVLS|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|QCOM|QLGC|RIMM|ROST|SANM|SBUX|SEBL|SEPR|SHLD|SIAL|SIRI|SNDK|SNPS|SPLS|SSCC|SUNW|SYMC|TEVA|TLAB|VRSN|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2005-09-07,2005-10-14,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMZN|APCC|APOL|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDWC|CECO|CELG|CHIR|CHKP|CHRW|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISH|DLTR|EBAY|ERICY|ERTS|ESRX|EXPD|FAST|FISV|FLEX|GENZ|GILD|GRMN|IACI|INTC|INTU|ISIL|IVGN|JDSU|JNPR|KLAC|LAMR|LBTYA|LLTC|LNCR|LRCX|LVLT|MCHP|MCIP|MEDI|MERQE|MLNM|MOLX|MRVL|MSFT|MXIM|NTAP|NTLI|NVLS|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|QCOM|QLGC|RIMM|ROST|SANM|SBUX|SEBL|SEPR|SHLD|SIAL|SIRI|SNDK|SNPS|SPLS|SSCC|SUNW|SYMC|TEVA|TLAB|VRSN|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2005-10-17,2005-11-11,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMZN|APCC|APOL|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDWC|CECO|CELG|CHIR|CHKP|CHRWD|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISH|DLTR|EBAY|ERICY|ERTS|ESRX|EXPD|FAST|FISV|FLEX|GENZ|GILD|GRMN|IACI|INTC|INTU|ISIL|IVGN|JDSU|JNPR|KLAC|LAMR|LBTYA|LLTC|LNCR|LRCX|LVLT|MCHP|MCIP|MEDI|MERQE|MLNM|MOLX|MRVL|MSFT|MXIM|NTAP|NTLI|NVLS|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|QCOM|QLGC|RIMM|ROST|SANM|SBUX|SEBL|SEPR|SHLD|SIAL|SIRI|SNDK|SNPS|SPLS|SSCC|SUNW|SYMC|TEVA|TLAB|VRSN|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2005-11-14,2005-12-16,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMZN|APCC|APOL|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDWC|CECO|CELG|CHIR|CHKP|CHRW|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISH|DLTR|EBAY|ERICY|ERTS|ESRX|EXPD|FAST|FISV|FLEX|GENZ|GILD|GRMN|IACI|INTC|INTU|ISIL|IVGN|JDSU|JNPR|KLAC|LAMR|LBTYA|LLTC|LNCR|LRCX|LVLT|MCHP|MCIP|MEDI|MERQE|MLNM|MOLX|MRVL|MSFT|MXIM|NTAP|NTLI|NVLS|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|QCOM|QLGC|RIMM|ROST|SANM|SBUX|SEBL|SEPR|SHLD|SIAL|SIRI|SNDK|SNPS|SPLS|SSCC|SUNW|SYMC|TEVA|TLAB|VRSN|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2005-12-19,2006-01-03,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMZN|APCC|APOL|ATVI|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDNS|CDWC|CELG|CHIR|CHKP|CHRW|CKFR|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISCA|DISH|EBAY|ERICY|ERTS|ESRX|EXPD|EXPE|FAST|FISV|FLEX|GENZ|GILD|GOOG|GRMN|IACI|INTC|INTU|JDSU|JNPR|KLAC|LAMR|LBTYA|LLTC|LNCR|LRCX|MCHP|MCIP|MEDI|MERQE|MNST|MRVL|MSFT|MXIM|NIHD|NTAP|NTLI|NVDA|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|PTEN|QCOM|RHAT|RIMM|ROST|SBUX|SEBL|SEPR|SHLD|SIAL|SIRI|SNDK|SPLS|SUNW|SYMC|TEVA|TLAB|URBN|VRSN|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2006-01-04,2006-01-06,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMZN|APCC|APOL|ATVI|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDNS|CDWC|CELG|CHIR|CHKP|CHRW|CKFR|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISCA|DISH|EBAY|ERICY|ERTS|ESRX|EXPD|EXPE|FAST|FISV|FLEX|GENZ|GILD|GOOG|GRMN|IACI|INTC|INTU|JDSU|JNPR|JOYG|KLAC|LAMR|LBTYA|LLTC|LNCR|LRCX|MCHP|MCIP|MEDI|MNST|MRVL|MSFT|MXIM|NIHD|NTAP|NTLI|NVDA|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|PTEN|QCOM|RHAT|RIMM|ROST|SBUX|SEBL|SEPR|SHLD|SIAL|SIRI|SNDK|SPLS|SUNW|SYMC|TEVA|TLAB|URBN|VRSN|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2006-01-09,2006-01-31,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMLN|AMZN|APCC|APOL|ATVI|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDNS|CDWC|CELG|CHIR|CHKP|CHRW|CKFR|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISCA|DISH|EBAY|ERICY|ERTS|ESRX|EXPD|EXPE|FAST|FISV|FLEX|GENZ|GILD|GOOG|GRMN|IACI|INTC|INTU|JDSU|JNPR|JOYG|KLAC|LAMR|LBTYA|LLTC|LNCR|LRCX|MCHP|MEDI|MNST|MRVL|MSFT|MXIM|NIHD|NTAP|NTLI|NVDA|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|PTEN|QCOM|RHAT|RIMM|ROST|SBUX|SEBL|SEPR|SHLD|SIAL|SIRI|SNDK|SPLS|SUNW|SYMC|TEVA|TLAB|URBN|VRSN|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2006-02-01,2006-03-03,100,AAPL|ADBE|ADSK|ALTR|AMAT|AMGN|AMLN|AMZN|APCC|APOL|ATVI|ATYT|BBBY|BEAS|BIIB|BMET|BRCM|CDNS|CDWC|CELG|CHIR|CHKP|CHRW|CKFR|CMCSA|CMVT|COST|CSCO|CTAS|CTSH|CTXS|DELL|DISCA|DISH|EBAY|ERICY|ERTS|ESRX|EXPD|EXPE|FAST|FISV|FLEX|GENZ|GILD|GOOG|GRMN|IACI|INTC|INTU|ISRG|JDSU|JNPR|JOYG|KLAC|LAMR|LBTYA|LLTC|LNCR|LRCX|MCHP|MEDI|MNST|MRVL|MSFT|MXIM|NIHD|NTAP|NTLI|NVDA|ORCL|PAYX|PCAR|PDCO|PETM|PIXR|PTEN|QCOM|RHAT|RIMM|ROST|SBUX|SEPR|SHLD|SIAL|SIRI|SNDK|SPLS|SUNW|SYMC|TEVA|TLAB|URBN|VRSN|WFMI|WYNN|XLNX|XMSR|XRAY|YHOO,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
