rank_by_local_test_cagr,allocation_id,allocation,method,method_family,ema_window,funding_policy,check_frequency,band_type,band,local_test_cagr,local_test_max_drawdown,local_test_sharpe,testfol_verified,testfol_test_cagr,testfol_test_max_drawdown,testfol_rebalancing_stats
29,5,DBC 37.93% / DBMF 33.46% / TQQQ 11.72% / VNQ 10.84% / XLP 6.05%,Calendar:Yearly,Calendar,,,Yearly,,,0.18549969192078608,-0.15869035428821632,1.2644697621072476,True,0.1861480600665033,-0.15867168089285222,"[{""rebalancings"": 7, ""rebalancings_per_year"": 0.9644614543466374, ""turnover_per_rebalancing"": 8.309388459565723, ""turnover_per_year"": 8.014084878443922}]"
30,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,AbsoluteBand:Yearly:0.1,Absolute,,,Yearly,Absolute,0.1,0.18538677110787138,-0.22925108351603607,1.1395500430000558,False,,,[]
31,2,DBC 34.20% / GLD 44.60% / TIP 4.90% / TQQQ 10.93% / VNQ 2.14% / VPU 3.22%,Calendar:Monthly,Calendar,,,Monthly,,,0.1852472171518893,-0.2085111659609996,1.185378979172112,False,,,[]
32,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,RelativeBand:Yearly:0.2,Relative,,,Yearly,Relative,0.2,0.18518963793144327,-0.21566277898563158,1.1392195839948749,False,,,[]
33,5,DBC 37.93% / DBMF 33.46% / TQQQ 11.72% / VNQ 10.84% / XLP 6.05%,AbsoluteBand:Yearly:0.2,Absolute,,,Yearly,Absolute,0.2,0.18503182381424343,-0.15931386135288894,1.2560149188038168,False,,,[]
34,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,AbsoluteBand:Yearly:0.05,Absolute,,,Yearly,Absolute,0.05,0.18497983163246956,-0.22228409759880619,1.133003696900413,False,,,[]
35,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,Calendar:Quarterly,Calendar,,,Quarterly,,,0.18496664364986426,-0.21731455174055847,1.136768713117052,False,,,[]
36,2,DBC 34.20% / GLD 44.60% / TIP 4.90% / TQQQ 10.93% / VNQ 2.14% / VPU 3.22%,AbsoluteBand:Monthly:0.05,Absolute,,,Monthly,Absolute,0.05,0.18478374489948646,-0.2095757894737531,1.1828735344041708,False,,,[]
37,2,DBC 34.20% / GLD 44.60% / TIP 4.90% / TQQQ 10.93% / VNQ 2.14% / VPU 3.22%,AbsoluteBand:Monthly:0.2,Absolute,,,Monthly,Absolute,0.2,0.18452561635532105,-0.2095757894737531,1.1826836027553111,False,,,[]
38,2,DBC 34.20% / GLD 44.60% / TIP 4.90% / TQQQ 10.93% / VNQ 2.14% / VPU 3.22%,AbsoluteBand:Monthly:0.1,Absolute,,,Monthly,Absolute,0.1,0.18452561635532105,-0.2095757894737531,1.1826836027553111,False,,,[]
39,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,AbsoluteBand:Quarterly:0.2,Absolute,,,Quarterly,Absolute,0.2,0.18344649633926502,-0.2181818100093592,1.131198809803801,False,,,[]
40,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,RelativeBand:Quarterly:0.2,Relative,,,Quarterly,Relative,0.2,0.18334126235869452,-0.21672647061578854,1.1323333126312207,False,,,[]
41,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,RelativeBand:Yearly:0.05,Relative,,,Yearly,Relative,0.05,0.18189849124980317,-0.21765768405933905,1.1203041672824228,False,,,[]
42,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,RelativeBand:Yearly:0.1,Relative,,,Yearly,Relative,0.1,0.18174655389126304,-0.22021367057347796,1.1195793835290402,False,,,[]
43,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,RelativeBand:Monthly:0.2,Relative,,,Monthly,Relative,0.2,0.18123081992136258,-0.2186589026200506,1.119276167227771,False,,,[]
44,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,RelativeBand:Quarterly:0.05,Relative,,,Quarterly,Relative,0.05,0.18118862983429218,-0.2182365800140601,1.116582755705334,False,,,[]
45,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,RelativeBand:Quarterly:0.1,Relative,,,Quarterly,Relative,0.1,0.18097813502524018,-0.22066646050135574,1.1151269302304696,False,,,[]
46,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,RelativeBand:Monthly:0.1,Relative,,,Monthly,Relative,0.1,0.18088187962628544,-0.2203636709211393,1.115004006646988,False,,,[]
47,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,AbsoluteBand:Yearly:0.1,Absolute,,,Yearly,Absolute,0.1,0.18063390321650608,-0.23360575986417542,1.0544642541893154,False,,,[]
48,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,RelativeBand:Monthly:0.05,Relative,,,Monthly,Relative,0.05,0.1803647478385948,-0.21894968260352965,1.112447990544239,False,,,[]
49,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,Calendar:Quarterly,Calendar,,,Quarterly,,,0.18020265803899171,-0.2541309871682029,1.0493456113149462,False,,,[]
50,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,AbsoluteBand:Monthly:0.05,Absolute,,,Monthly,Absolute,0.05,0.1801065186196702,-0.2212287609541954,1.1203090186274316,False,,,[]
51,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,Calendar:Monthly,Calendar,,,Monthly,,,0.17872516973453645,-0.2205662592408112,1.112267543633911,False,,,[]
52,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,RelativeBand:Yearly:0.1,Relative,,,Yearly,Relative,0.1,0.1783136634601421,-0.26174317348197573,1.033784184004257,False,,,[]
53,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,AbsoluteBand:Monthly:0.2,Absolute,,,Monthly,Absolute,0.2,0.17826245320399448,-0.2212287609541962,1.111079513350256,False,,,[]
54,9,DBC 49.23% / GLD 8.59% / TQQQ 4.56% / UPRO 6.84% / VEA 2.78% / VNQ 17.02% / VTI 10.98%,AbsoluteBand:Monthly:0.1,Absolute,,,Monthly,Absolute,0.1,0.17826245320399448,-0.2212287609541962,1.111079513350256,False,,,[]
55,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,RelativeBand:Quarterly:0.1,Relative,,,Quarterly,Relative,0.1,0.17820921825631642,-0.26122892043962453,1.0338621093587563,False,,,[]
56,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,AbsoluteBand:Quarterly:0.2,Absolute,,,Quarterly,Absolute,0.2,0.1781435445320394,-0.25589421216737185,1.0431902115224352,False,,,[]
57,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,AbsoluteBand:Quarterly:0.1,Absolute,,,Quarterly,Absolute,0.1,0.17775418722472192,-0.25589421216737185,1.050560108256525,False,,,[]
58,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,RelativeBand:Yearly:0.05,Relative,,,Yearly,Relative,0.05,0.1774609197492596,-0.2598979486436218,1.0294737618788166,False,,,[]
59,8,DBC 25.39% / DBMF 11.57% / GLD 37.42% / SHV 4.29% / UPRO 7.09% / VTV 14.25%,EMA100:pro_rata:Monthly,EMA,100,pro_rata,Monthly,,,0.17732354005692863,-0.1215739003151407,1.224226796169296,False,,,[]
60,5,DBC 37.93% / DBMF 33.46% / TQQQ 11.72% / VNQ 10.84% / XLP 6.05%,AbsoluteBand:Yearly:0.1,Absolute,,,Yearly,Absolute,0.1,0.1771473973324138,-0.16397039792170787,1.2045579378163502,False,,,[]
61,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,RelativeBand:Monthly:0.1,Relative,,,Monthly,Relative,0.1,0.17700427445689182,-0.2640294954088136,1.0272969597040025,False,,,[]
62,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,AbsoluteBand:Quarterly:0.05,Absolute,,,Quarterly,Absolute,0.05,0.17683868793117785,-0.24602212729904382,1.0395887589357826,False,,,[]
63,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,RelativeBand:Quarterly:0.05,Relative,,,Quarterly,Relative,0.05,0.1767870984899309,-0.26099868668247217,1.026209501702705,False,,,[]
64,8,DBC 25.39% / DBMF 11.57% / GLD 37.42% / SHV 4.29% / UPRO 7.09% / VTV 14.25%,AbsoluteBand:Yearly:0.05,Absolute,,,Yearly,Absolute,0.05,0.17671072295726198,-0.1538504578248786,1.375210286055449,True,0.17759279328253785,-0.15383593435012222,"[{""rebalancings"": 13, ""rebalancings_per_year"": 1.7911427009294696, ""turnover_per_rebalancing"": 4.630630226823954, ""turnover_per_year"": 8.2941195314791}]"
65,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,RelativeBand:Monthly:0.05,Relative,,,Monthly,Relative,0.05,0.17633583487231763,-0.26099802589849896,1.0241106367761394,False,,,[]
66,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,AbsoluteBand:Yearly:0.05,Absolute,,,Yearly,Absolute,0.05,0.17608890441534975,-0.2470698165658749,1.0276942438298304,False,,,[]
67,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,RelativeBand:Quarterly:0.2,Relative,,,Quarterly,Relative,0.2,0.17607907743433993,-0.2604704048508035,1.0245257228063054,False,,,[]
68,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,RelativeBand:Monthly:0.2,Relative,,,Monthly,Relative,0.2,0.17597599218493887,-0.26105349197146577,1.029600472038063,False,,,[]
69,6,DBC 3.42% / DBMF 1.49% / GLD 56.65% / IEF 9.45% / SSO 22.43% / VNQ 6.55%,EMA100:pro_rata:Yearly,EMA,100,pro_rata,Yearly,,,0.17488601391379532,-0.21156245333829937,1.090298841340911,False,,,[]
70,6,DBC 3.42% / DBMF 1.49% / GLD 56.65% / IEF 9.45% / SSO 22.43% / VNQ 6.55%,EMA200:pro_rata:Yearly,EMA,200,pro_rata,Yearly,,,0.17488601391379532,-0.21156245333829937,1.090298841340911,False,,,[]
71,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,RelativeBand:Yearly:0.2,Relative,,,Yearly,Relative,0.2,0.17437387527968484,-0.267375253131223,1.0143783432490774,False,,,[]
72,5,DBC 37.93% / DBMF 33.46% / TQQQ 11.72% / VNQ 10.84% / XLP 6.05%,Calendar:Quarterly,Calendar,,,Quarterly,,,0.1743112931032893,-0.16904321739734507,1.1951715150402804,False,,,[]
73,8,DBC 25.39% / DBMF 11.57% / GLD 37.42% / SHV 4.29% / UPRO 7.09% / VTV 14.25%,AbsoluteBand:Yearly:0.2,Absolute,,,Yearly,Absolute,0.2,0.17421154950949003,-0.14628298838488185,1.3537028232557282,False,,,[]
74,8,DBC 25.39% / DBMF 11.57% / GLD 37.42% / SHV 4.29% / UPRO 7.09% / VTV 14.25%,AbsoluteBand:Yearly:0.1,Absolute,,,Yearly,Absolute,0.1,0.17421154950949003,-0.14628298838488185,1.3537028232557282,False,,,[]
75,8,DBC 25.39% / DBMF 11.57% / GLD 37.42% / SHV 4.29% / UPRO 7.09% / VTV 14.25%,Calendar:Yearly,Calendar,,,Yearly,,,0.17410350497100224,-0.14611419211821808,1.353145036605858,False,,,[]
76,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,AbsoluteBand:Monthly:0.05,Absolute,,,Monthly,Absolute,0.05,0.1731443301339981,-0.26378986391707726,1.024903020911523,False,,,[]
77,5,DBC 37.93% / DBMF 33.46% / TQQQ 11.72% / VNQ 10.84% / XLP 6.05%,RelativeBand:Yearly:0.2,Relative,,,Yearly,Relative,0.2,0.1727772067192499,-0.16992419114535007,1.1956100531050313,False,,,[]
78,8,DBC 25.39% / DBMF 11.57% / GLD 37.42% / SHV 4.29% / UPRO 7.09% / VTV 14.25%,RelativeBand:Yearly:0.2,Relative,,,Yearly,Relative,0.2,0.17249099881246766,-0.1500043554296847,1.3464206436316888,False,,,[]
79,5,DBC 37.93% / DBMF 33.46% / TQQQ 11.72% / VNQ 10.84% / XLP 6.05%,AbsoluteBand:Yearly:0.05,Absolute,,,Yearly,Absolute,0.05,0.17248816531687994,-0.17732341039162836,1.1888993930556198,False,,,[]
80,3,DBC 16.09% / GLD 45.60% / TMF 13.84% / TQQQ 15.05% / VTI 9.42%,EMA200:pro_rata:Yearly,EMA,200,pro_rata,Yearly,,,0.1724189482096492,-0.21700225850033228,1.022034025723817,False,,,[]
81,3,DBC 16.09% / GLD 45.60% / TMF 13.84% / TQQQ 15.05% / VTI 9.42%,EMA100:pro_rata:Yearly,EMA,100,pro_rata,Yearly,,,0.1724189482096492,-0.21700225850033228,1.022034025723817,False,,,[]
82,8,DBC 25.39% / DBMF 11.57% / GLD 37.42% / SHV 4.29% / UPRO 7.09% / VTV 14.25%,AbsoluteBand:Quarterly:0.05,Absolute,,,Quarterly,Absolute,0.05,0.17232066646621869,-0.15443265576896226,1.3487800524654667,False,,,[]
83,5,DBC 37.93% / DBMF 33.46% / TQQQ 11.72% / VNQ 10.84% / XLP 6.05%,AbsoluteBand:Quarterly:0.05,Absolute,,,Quarterly,Absolute,0.05,0.17194199570737334,-0.16506821019266082,1.1983969049005367,False,,,[]
84,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,Calendar:Monthly,Calendar,,,Monthly,,,0.17176243008072256,-0.26101863888335797,1.0192666215938628,False,,,[]
85,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,AbsoluteBand:Monthly:0.2,Absolute,,,Monthly,Absolute,0.2,0.1716200770422791,-0.26358134858664395,1.0200632911221454,False,,,[]
86,1,DBC 6.71% / DBMF 15.80% / GLD 31.03% / TQQQ 16.60% / VNQ 29.87%,AbsoluteBand:Monthly:0.1,Absolute,,,Monthly,Absolute,0.1,0.1716200770422791,-0.26358134858664395,1.0200632911221454,False,,,[]
87,5,DBC 37.93% / DBMF 33.46% / TQQQ 11.72% / VNQ 10.84% / XLP 6.05%,AbsoluteBand:Quarterly:0.2,Absolute,,,Quarterly,Absolute,0.2,0.17154166782829194,-0.1716074686132245,1.1823205077339347,False,,,[]
88,5,DBC 37.93% / DBMF 33.46% / TQQQ 11.72% / VNQ 10.84% / XLP 6.05%,AbsoluteBand:Quarterly:0.1,Absolute,,,Quarterly,Absolute,0.1,0.17154166782829194,-0.1716074686132245,1.1823205077339347,False,,,[]
89,8,DBC 25.39% / DBMF 11.57% / GLD 37.42% / SHV 4.29% / UPRO 7.09% / VTV 14.25%,RelativeBand:Quarterly:0.2,Relative,,,Quarterly,Relative,0.2,0.17069579214358432,-0.15471562108802006,1.3363518579597928,False,,,[]
90,8,DBC 25.39% / DBMF 11.57% / GLD 37.42% / SHV 4.29% / UPRO 7.09% / VTV 14.25%,RelativeBand:Quarterly:0.1,Relative,,,Quarterly,Relative,0.1,0.17039705436342545,-0.15509834266958888,1.3388492076738976,False,,,[]
91,6,DBC 3.42% / DBMF 1.49% / GLD 56.65% / IEF 9.45% / SSO 22.43% / VNQ 6.55%,EMA100:replacement:Yearly,EMA,100,replacement,Yearly,,,0.1702790998500907,-0.2288189990123295,1.053115150240428,False,,,[]
92,6,DBC 3.42% / DBMF 1.49% / GLD 56.65% / IEF 9.45% / SSO 22.43% / VNQ 6.55%,EMA200:replacement:Yearly,EMA,200,replacement,Yearly,,,0.1702790998500907,-0.2288189990123295,1.053115150240428,False,,,[]
93,8,DBC 25.39% / DBMF 11.57% / GLD 37.42% / SHV 4.29% / UPRO 7.09% / VTV 14.25%,RelativeBand:Yearly:0.1,Relative,,,Yearly,Relative,0.1,0.17020863632105776,-0.15568100860423317,1.3387153981269053,False,,,[]
94,8,DBC 25.39% / DBMF 11.57% / GLD 37.42% / SHV 4.29% / UPRO 7.09% / VTV 14.25%,Calendar:Quarterly,Calendar,,,Quarterly,,,0.1699773433612799,-0.15376954879790883,1.323424098332263,False,,,[]
95,5,DBC 37.93% / DBMF 33.46% / TQQQ 11.72% / VNQ 10.84% / XLP 6.05%,RelativeBand:Yearly:0.1,Relative,,,Yearly,Relative,0.1,0.16994082913300312,-0.17355226930266876,1.174917771192834,False,,,[]
96,6,DBC 3.42% / DBMF 1.49% / GLD 56.65% / IEF 9.45% / SSO 22.43% / VNQ 6.55%,EMA100:cash_only:Yearly,EMA,100,cash_only,Yearly,,,0.16987352032259384,-0.2212613857975756,1.0649050004202794,False,,,[]
97,6,DBC 3.42% / DBMF 1.49% / GLD 56.65% / IEF 9.45% / SSO 22.43% / VNQ 6.55%,EMA200:cash_only:Yearly,EMA,200,cash_only,Yearly,,,0.16987352032259384,-0.2212613857975756,1.0649050004202794,False,,,[]
98,5,DBC 37.93% / DBMF 33.46% / TQQQ 11.72% / VNQ 10.84% / XLP 6.05%,RelativeBand:Quarterly:0.2,Relative,,,Quarterly,Relative,0.2,0.16952760473574213,-0.17319427439043844,1.1761651775592599,False,,,[]
99,8,DBC 25.39% / DBMF 11.57% / GLD 37.42% / SHV 4.29% / UPRO 7.09% / VTV 14.25%,RelativeBand:Monthly:0.1,Relative,,,Monthly,Relative,0.1,0.16931633758593634,-0.15584932558762432,1.3316915955830737,False,,,[]
100,8,DBC 25.39% / DBMF 11.57% / GLD 37.42% / SHV 4.29% / UPRO 7.09% / VTV 14.25%,AbsoluteBand:Quarterly:0.2,Absolute,,,Quarterly,Absolute,0.2,0.169149960975864,-0.15443265576896392,1.3214426409269329,False,,,[]
